id,username,currentExternalId,targetExternalId,errorCategories,action
669265280689613,parker.underwood1158@example.com,,b72a1da3-1b0c-4608-af4e-ce672e806964,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
628377112989455,adrian.underwood9300@example.com,,6cc489f6-f3d3-4dfb-a026-811486578e45,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
891701620780106,adrian.norwood0371@example.com,ae9a288f-4e53-4eaf-aaf8-2c3f040af6cd,8ea98590-f9a8-41a8-ac7e-adc6491a70dd,EXTERNAL_ID_NOT_IN_IDP;NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
9332051387810374,avery.lockwood8476@example.com,65dbdae8-11f8-4c07-a642-fe002b3383b5,321cafe6-e4ee-4c7e-a327-3de335afd022,EXTERNAL_ID_NOT_IN_IDP;NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
7674526779580196,dakota.sinclair5869@example.com,41f75f03-6e2f-4ca1-a7f8-0ef1d1bd5248,9f8eefbc-c015-48b3-a976-a9ed40401fa2,EXTERNAL_ID_NOT_IN_IDP;NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
3695283883623477,morgan.pemberton6721@example.com,,3f3816f3-dc2b-438f-aa6b-a0e0b6d119a2,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
3577720490152205,emerson.radcliffe9179@example.com,,1969498d-3738-48a8-ae8f-b7971b0822ef,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
3451578179624969,oakley.carlisle6539@example.com,,5abca3e9-9d64-418b-acac-3a753b61ff20,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
9323145698323895,indigo.thornton0411@example.com,f848fe1c-1732-437b-a3e4-8667d291b8f0,ddc9f39f-b954-4e4b-afd3-8a26238ae11e,EXTERNAL_ID_NOT_IN_IDP;NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
4729359150683206,phoenix.pemberton7648@example.com,,16a1e996-b142-4358-abaa-2ca2cf2769a0,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
7384922089376689,avery.fenwick4187@example.com,,562869cf-d467-4903-a352-151c51cd88cd,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
3843546681529154,phoenix.delaney9085@example.com,,a2a2fcb1-620f-42a4-a127-fd84e18ed0b4,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
2180932073900660,teagan.jennings1855@example.com,,c8e41d39-9de0-42ef-a029-3c4a3a8b842b,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
8549184708655864,cameron.pemberton8153@example.com,,9da3505d-7b37-4c78-a1b8-e08b5a1d75dc,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
9610513272527161,morgan.ashford1120@example.com,,95b0bdff-ab43-48af-ab3a-d4dd93f48349,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
5550304624125011,kendall.prescott5015@example.com,,7343c3ef-1ca0-422f-a5e3-2344d1ac184d,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
5461686877184834,riley.sinclair6646@example.com,,0b7a867e-0ff9-422f-a2bc-c2473f0c39d2,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
2953895711418943,jordan.hawthorne5159@example.com,,b08e9cee-3603-44d5-ab60-99d75f669bf6,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
4648248135496996,wren.vance4015@example.com,,64ae9411-2133-400f-ad41-3a751324f4aa,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
4223356743869724,kai.brennan0919@example.com,,f6c029c6-01a7-4f73-afbb-29edf31d6b4c,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
7352625537985728,quinn.marchetti7121@example.com,,bde116cc-7875-4f81-a5d4-8e0291d18373,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
7722523473953703,parker.oakes1901@example.com,,2f53606e-04d1-40e5-a416-8dd3d033406e,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
2276656864351396,casey.pemberton6163@example.com,075c4ef3-0a54-4514-a38e-302cd6fab078,e0ee3ee7-8c97-419e-af34-54d6bbb8ba18,EXTERNAL_ID_NOT_IN_IDP;NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
7694446972569867,devon.prescott6776@example.com,,cd76225b-47d1-4a38-ae90-7d26450ee047,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
3838613927136968,vaughn.norwood2233@example.com,,c9e55300-7031-4a49-a2e2-8af6582fb236,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
6922288683335716,alex.sinclair5454@example.com,,ebff4a3c-79d8-4934-a56d-2725846a2e91,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
1245717447542772,skyler.norwood8072@example.com,,3c98f9ca-7b5b-45cc-a392-0ec600533e7f,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
1604917697417667,tanner.fairbanks8808@example.com,854480a2-10e6-4358-a51f-43bddcf232cb,76d51e00-5889-40b5-acb9-a040311fe511,EXTERNAL_ID_NOT_IN_IDP;NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
5523509157495075,kendall.stanton9131@example.com,,dd0ca61b-b76f-4a8a-a35d-b435cfe64532,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
5015350607963286,dakota.calloway5207@example.com,,8dc57c30-0935-41d1-a621-e25226c34eef,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
5203822831874296,alex.prescott6468@example.com,,d5641e90-e579-448e-a1f8-a57c298932d9,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
1312814633772213,kai.radcliffe2016@example.com,,c15fe8d2-e8ac-44c5-a73f-763588e18b5d,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
1516038168884271,sage.kirkland3691@example.com,cd952883-e70d-4069-a22c-a4cb2217c903,3807e20c-a9c8-4dad-aee1-eb14a0c7275c,EXTERNAL_ID_NOT_IN_IDP;NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
4899252602942180,teagan.quimby0237@example.com,1a6b45f8-3db0-4aa0-acab-61e2f4ef984b,b04c9cad-29df-4361-ac57-26944cb85dd6,EXTERNAL_ID_NOT_IN_IDP;NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
5913565540063301,indigo.langley3563@example.com,,994bfea5-80dc-4f21-a65a-5a274767fa10,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
5224255663713323,cameron.eastwood8007@example.com,,82348476-ed4d-4570-a20f-480aadfec348,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
7349943745849384,tatum.gallagher4091@example.com,,aba2691b-16eb-488b-ac16-db6950d70e9b,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
3660023396559784,gray.bancroft7177@example.com,,3f6dae2b-4483-4f33-a940-2b7d9d01de07,NAME_MATCH_EXTERNAL_ID_MISMATCH,PATCH externalId -> targetExternalId via Account SCIM Users; log the call for rollback
